,Type,variable_1,Description,path,variable_2
462,BOX,Minimum_Turning_Radius(meter),"For cars with feature Auto-Dimming_Rear-View_Mirror,the mean Minimum_Turning_Radius(meter) is 7.869756097560976 and for the rest of the cars mean Minimum_Turning_Radius(meter) is 18.631209677419356.",./static/img/BOX/Minimum_Turning_Radius(meter)_Auto-Dimming_Rear-View_Mirror.png,Auto-Dimming_Rear-View_Mirror
463,BOX,Minimum_Turning_Radius(meter),"For cars with feature Navigation_System,the mean Minimum_Turning_Radius(meter) is 8.732869692532944 and for the rest of the cars mean Minimum_Turning_Radius(meter) is 18.1270826306914.",./static/img/BOX/Minimum_Turning_Radius(meter)_Navigation_System.png,Navigation_System
464,BOX,Minimum_Turning_Radius(meter),"For cars with feature Second_Row_AC_Vents,the mean Minimum_Turning_Radius(meter) is 8.445860534124629 and for the rest of the cars mean Minimum_Turning_Radius(meter) is 18.30797342192691.",./static/img/BOX/Minimum_Turning_Radius(meter)_Second_Row_AC_Vents.png,Second_Row_AC_Vents
465,BOX,Minimum_Turning_Radius(meter),"For cars with feature Rain_Sensing_Wipers,the mean Minimum_Turning_Radius(meter) is 8.995292887029288 and for the rest of the cars mean Minimum_Turning_Radius(meter) is 15.556591478696742.",./static/img/BOX/Minimum_Turning_Radius(meter)_Rain_Sensing_Wipers.png,Rain_Sensing_Wipers
466,BOX,Number_of_Airbags,"For cars with feature Central_Locking,the mean Number_of_Airbags is 3.897071872227152 and for the rest of the cars mean Number_of_Airbags is 3.1476510067114094.",./static/img/BOX/Number_of_Airbags_Central_Locking.png,Central_Locking
467,BOX,Number_of_Airbags,"For cars with feature Auto-Dimming_Rear-View_Mirror,the mean Number_of_Airbags is 3.513719512195122 and for the rest of the cars mean Number_of_Airbags is 4.122580645161291.",./static/img/BOX/Number_of_Airbags_Auto-Dimming_Rear-View_Mirror.png,Auto-Dimming_Rear-View_Mirror
468,BOX,Number_of_Airbags,"For cars with feature Navigation_System,the mean Number_of_Airbags is 4.768667642752562 and for the rest of the cars mean Number_of_Airbags is 2.7048903878583475.",./static/img/BOX/Number_of_Airbags_Navigation_System.png,Navigation_System
469,BOX,Number_of_Airbags,"For cars with feature Second_Row_AC_Vents,the mean Number_of_Airbags is 4.724035608308605 and for the rest of the cars mean Number_of_Airbags is 2.7857142857142856.",./static/img/BOX/Number_of_Airbags_Second_Row_AC_Vents.png,Second_Row_AC_Vents
470,BOX,Number_of_Airbags,"For cars with feature Rain_Sensing_Wipers,the mean Number_of_Airbags is 5.897489539748954 and for the rest of the cars mean Number_of_Airbags is 2.5588972431077694.",./static/img/BOX/Number_of_Airbags_Rain_Sensing_Wipers.png,Rain_Sensing_Wipers
472,HEATMAP,Drivetrain,The most popular combination of Drivetrain and Emission_Norm is FWD (Front Wheel Drive) and BS IV.,./static/img/HEATMAP/Drivetrain_Emission_Norm.png,Emission_Norm
475,HEATMAP,Drivetrain,The most popular combination of Drivetrain and Fuel_Type is FWD (Front Wheel Drive) and Petrol.,./static/img/HEATMAP/Drivetrain_Fuel_Type.png,Fuel_Type
476,HEATMAP,Drivetrain,The most popular combination of Drivetrain and Body_Type is FWD (Front Wheel Drive) and Hatchback.,./static/img/HEATMAP/Drivetrain_Body_Type.png,Body_Type
477,HEATMAP,Drivetrain,The most popular combination of Drivetrain and Gears is FWD (Front Wheel Drive) and 5.,./static/img/HEATMAP/Drivetrain_Gears.png,Gears
478,HEATMAP,Drivetrain,The most popular combination of Drivetrain and Front_Brakes is FWD (Front Wheel Drive) and Ventilated Disc.,./static/img/HEATMAP/Drivetrain_Front_Brakes.png,Front_Brakes
479,HEATMAP,Drivetrain,The most popular combination of Drivetrain and Rear_Brakes is FWD (Front Wheel Drive) and Drum.,./static/img/HEATMAP/Drivetrain_Rear_Brakes.png,Rear_Brakes
480,HEATMAP,Drivetrain,The most popular combination of Drivetrain and Power_Steering is FWD (Front Wheel Drive) and Electric Power.,./static/img/HEATMAP/Drivetrain_Power_Steering.png,Power_Steering
481,HEATMAP,Drivetrain,The most popular combination of Drivetrain and Power_Windows is FWD (Front Wheel Drive) and All Windows.,./static/img/HEATMAP/Drivetrain_Power_Windows.png,Power_Windows
482,HEATMAP,Drivetrain,The most popular combination of Drivetrain and Keyless_Entry is FWD (Front Wheel Drive) and Remote.,./static/img/HEATMAP/Drivetrain_Keyless_Entry.png,Keyless_Entry
483,HEATMAP,Drivetrain,The most popular combination of Drivetrain and Type is FWD (Front Wheel Drive) and Manual.,./static/img/HEATMAP/Drivetrain_Type.png,Type
484,HEATMAP,Drivetrain,The most popular combination of Drivetrain and Third_Row_AC_Vents is FWD (Front Wheel Drive) and Not Applicable.,./static/img/HEATMAP/Drivetrain_Third_Row_AC_Vents.png,Third_Row_AC_Vents
485,HEATMAP,Drivetrain,The most popular combination of Drivetrain and Ventilation_System is FWD (Front Wheel Drive) and Manual Air conditioning with cooling and heating.,./static/img/HEATMAP/Drivetrain_Ventilation_System.png,Ventilation_System
486,HEATMAP,Drivetrain,The most popular combination of Drivetrain and Parking_Assistance is FWD (Front Wheel Drive) and Rear sensors with camera.,./static/img/HEATMAP/Drivetrain_Parking_Assistance.png,Parking_Assistance
487,HEATMAP,Emission_Norm,The most popular combination of Emission_Norm and Drivetrain is BS IV and FWD (Front Wheel Drive).,./static/img/HEATMAP/Emission_Norm_Drivetrain.png,Drivetrain
488,HEATMAP,Emission_Norm,The most popular combination of Emission_Norm and Fuel_Type is BS IV and Diesel.,./static/img/HEATMAP/Emission_Norm_Fuel_Type.png,Fuel_Type
489,HEATMAP,Emission_Norm,The most popular combination of Emission_Norm and Body_Type is BS IV and SUV.,./static/img/HEATMAP/Emission_Norm_Body_Type.png,Body_Type
490,HEATMAP,Emission_Norm,The most popular combination of Emission_Norm and Gears is BS IV and 5.,./static/img/HEATMAP/Emission_Norm_Gears.png,Gears
491,HEATMAP,Emission_Norm,The most popular combination of Emission_Norm and Front_Brakes is BS IV and Ventilated Disc.,./static/img/HEATMAP/Emission_Norm_Front_Brakes.png,Front_Brakes
492,HEATMAP,Emission_Norm,The most popular combination of Emission_Norm and Rear_Brakes is BS IV and Drum.,./static/img/HEATMAP/Emission_Norm_Rear_Brakes.png,Rear_Brakes
493,HEATMAP,Emission_Norm,The most popular combination of Emission_Norm and Power_Steering is BS IV and Electric Power.,./static/img/HEATMAP/Emission_Norm_Power_Steering.png,Power_Steering
494,HEATMAP,Emission_Norm,The most popular combination of Emission_Norm and Power_Windows is BS IV and All Windows.,./static/img/HEATMAP/Emission_Norm_Power_Windows.png,Power_Windows
495,HEATMAP,Emission_Norm,The most popular combination of Emission_Norm and Keyless_Entry is BS IV and Remote.,./static/img/HEATMAP/Emission_Norm_Keyless_Entry.png,Keyless_Entry
496,HEATMAP,Emission_Norm,The most popular combination of Emission_Norm and Type is BS IV and Manual.,./static/img/HEATMAP/Emission_Norm_Type.png,Type
497,HEATMAP,Emission_Norm,The most popular combination of Emission_Norm and Third_Row_AC_Vents is BS IV and Not Applicable.,./static/img/HEATMAP/Emission_Norm_Third_Row_AC_Vents.png,Third_Row_AC_Vents
498,HEATMAP,Emission_Norm,The most popular combination of Emission_Norm and Ventilation_System is BS IV and Fully automatic climate control.,./static/img/HEATMAP/Emission_Norm_Ventilation_System.png,Ventilation_System
499,HEATMAP,Emission_Norm,The most popular combination of Emission_Norm and Parking_Assistance is BS IV and Not Specified.,./static/img/HEATMAP/Emission_Norm_Parking_Assistance.png,Parking_Assistance
500,HEATMAP,Fuel_Type,The most popular combination of Fuel_Type and Drivetrain is Petrol and FWD (Front Wheel Drive).,./static/img/HEATMAP/Fuel_Type_Drivetrain.png,Drivetrain
501,HEATMAP,Fuel_Type,The most popular combination of Fuel_Type and Emission_Norm is Diesel and BS IV.,./static/img/HEATMAP/Fuel_Type_Emission_Norm.png,Emission_Norm
502,HEATMAP,Fuel_Type,The most popular combination of Fuel_Type and Body_Type is Diesel and SUV.,./static/img/HEATMAP/Fuel_Type_Body_Type.png,Body_Type
503,HEATMAP,Fuel_Type,The most popular combination of Fuel_Type and Gears is Petrol and 5.,./static/img/HEATMAP/Fuel_Type_Gears.png,Gears
504,HEATMAP,Fuel_Type,The most popular combination of Fuel_Type and Front_Brakes is Petrol and Ventilated Disc.,./static/img/HEATMAP/Fuel_Type_Front_Brakes.png,Front_Brakes
505,HEATMAP,Fuel_Type,The most popular combination of Fuel_Type and Rear_Brakes is Petrol and Drum.,./static/img/HEATMAP/Fuel_Type_Rear_Brakes.png,Rear_Brakes
506,HEATMAP,Fuel_Type,The most popular combination of Fuel_Type and Power_Steering is Petrol and Electric Power.,./static/img/HEATMAP/Fuel_Type_Power_Steering.png,Power_Steering
507,HEATMAP,Fuel_Type,The most popular combination of Fuel_Type and Power_Windows is Petrol and All Windows.,./static/img/HEATMAP/Fuel_Type_Power_Windows.png,Power_Windows
508,HEATMAP,Fuel_Type,The most popular combination of Fuel_Type and Keyless_Entry is Petrol and Smart Key.,./static/img/HEATMAP/Fuel_Type_Keyless_Entry.png,Keyless_Entry
509,HEATMAP,Fuel_Type,The most popular combination of Fuel_Type and Type is Diesel and Manual.,./static/img/HEATMAP/Fuel_Type_Type.png,Type
510,HEATMAP,Fuel_Type,The most popular combination of Fuel_Type and Third_Row_AC_Vents is Petrol and Not Applicable.,./static/img/HEATMAP/Fuel_Type_Third_Row_AC_Vents.png,Third_Row_AC_Vents
511,HEATMAP,Fuel_Type,The most popular combination of Fuel_Type and Ventilation_System is Petrol and Fully automatic climate control.,./static/img/HEATMAP/Fuel_Type_Ventilation_System.png,Ventilation_System
512,HEATMAP,Fuel_Type,The most popular combination of Fuel_Type and Parking_Assistance is Diesel and Rear sensors with camera.,./static/img/HEATMAP/Fuel_Type_Parking_Assistance.png,Parking_Assistance
513,HEATMAP,Body_Type,The most popular combination of Body_Type and Drivetrain is Hatchback and FWD (Front Wheel Drive).,./static/img/HEATMAP/Body_Type_Drivetrain.png,Drivetrain
514,HEATMAP,Body_Type,The most popular combination of Body_Type and Emission_Norm is SUV and BS IV.,./static/img/HEATMAP/Body_Type_Emission_Norm.png,Emission_Norm
515,HEATMAP,Body_Type,The most popular combination of Body_Type and Fuel_Type is SUV and Diesel.,./static/img/HEATMAP/Body_Type_Fuel_Type.png,Fuel_Type
516,HEATMAP,Body_Type,The most popular combination of Body_Type and Gears is Hatchback and 5.,./static/img/HEATMAP/Body_Type_Gears.png,Gears
517,HEATMAP,Body_Type,The most popular combination of Body_Type and Front_Brakes is SUV and Ventilated Disc.,./static/img/HEATMAP/Body_Type_Front_Brakes.png,Front_Brakes
518,HEATMAP,Body_Type,The most popular combination of Body_Type and Rear_Brakes is Hatchback and Drum.,./static/img/HEATMAP/Body_Type_Rear_Brakes.png,Rear_Brakes
519,HEATMAP,Body_Type,The most popular combination of Body_Type and Power_Steering is Hatchback and Electric Power.,./static/img/HEATMAP/Body_Type_Power_Steering.png,Power_Steering
520,HEATMAP,Body_Type,The most popular combination of Body_Type and Power_Windows is SUV and All Windows.,./static/img/HEATMAP/Body_Type_Power_Windows.png,Power_Windows
521,HEATMAP,Body_Type,The most popular combination of Body_Type and Keyless_Entry is SUV and Smart Key.,./static/img/HEATMAP/Body_Type_Keyless_Entry.png,Keyless_Entry
522,HEATMAP,Body_Type,The most popular combination of Body_Type and Type is Hatchback and Manual.,./static/img/HEATMAP/Body_Type_Type.png,Type
523,HEATMAP,Body_Type,The most popular combination of Body_Type and Third_Row_AC_Vents is Sedan and Not Applicable.,./static/img/HEATMAP/Body_Type_Third_Row_AC_Vents.png,Third_Row_AC_Vents
524,HEATMAP,Body_Type,The most popular combination of Body_Type and Ventilation_System is Hatchback and Manual Air conditioning with cooling and heating.,./static/img/HEATMAP/Body_Type_Ventilation_System.png,Ventilation_System
525,HEATMAP,Body_Type,The most popular combination of Body_Type and Parking_Assistance is SUV and Rear sensors with camera.,./static/img/HEATMAP/Body_Type_Parking_Assistance.png,Parking_Assistance
526,HEATMAP,Gears,The most popular combination of Gears and Drivetrain is 5 and FWD (Front Wheel Drive).,./static/img/HEATMAP/Gears_Drivetrain.png,Drivetrain
527,HEATMAP,Gears,The most popular combination of Gears and Emission_Norm is 5 and BS IV.,./static/img/HEATMAP/Gears_Emission_Norm.png,Emission_Norm
528,HEATMAP,Gears,The most popular combination of Gears and Fuel_Type is 5 and Petrol.,./static/img/HEATMAP/Gears_Fuel_Type.png,Fuel_Type
529,HEATMAP,Gears,The most popular combination of Gears and Body_Type is 5 and Hatchback.,./static/img/HEATMAP/Gears_Body_Type.png,Body_Type
530,HEATMAP,Gears,The most popular combination of Gears and Front_Brakes is 5 and Ventilated Disc.,./static/img/HEATMAP/Gears_Front_Brakes.png,Front_Brakes
531,HEATMAP,Gears,The most popular combination of Gears and Rear_Brakes is 5 and Drum.,./static/img/HEATMAP/Gears_Rear_Brakes.png,Rear_Brakes
532,HEATMAP,Gears,The most popular combination of Gears and Power_Steering is 5 and Electric Power.,./static/img/HEATMAP/Gears_Power_Steering.png,Power_Steering
533,HEATMAP,Gears,The most popular combination of Gears and Power_Windows is 5 and All Windows.,./static/img/HEATMAP/Gears_Power_Windows.png,Power_Windows
534,HEATMAP,Gears,The most popular combination of Gears and Keyless_Entry is 5 and Remote.,./static/img/HEATMAP/Gears_Keyless_Entry.png,Keyless_Entry
535,HEATMAP,Gears,The most popular combination of Gears and Type is 5 and Manual.,./static/img/HEATMAP/Gears_Type.png,Type
536,HEATMAP,Gears,The most popular combination of Gears and Third_Row_AC_Vents is 5 and Not Applicable.,./static/img/HEATMAP/Gears_Third_Row_AC_Vents.png,Third_Row_AC_Vents
537,HEATMAP,Gears,The most popular combination of Gears and Ventilation_System is 5 and Manual Air conditioning with cooling and heating.,./static/img/HEATMAP/Gears_Ventilation_System.png,Ventilation_System
538,HEATMAP,Gears,The most popular combination of Gears and Parking_Assistance is 5 and Not Specified.,./static/img/HEATMAP/Gears_Parking_Assistance.png,Parking_Assistance
